#          chi2            h           Omegam           OmegaK          
        34.7974         0.69302          0.2134        0.192634 
         33.204        0.696167        0.294285        0.116642 
        31.6883        0.702351        0.261915        0.113972 
        33.6496        0.711367        0.212837       0.0787546 
        33.4015        0.709516        0.274506      0.00806702 
        32.2323        0.709713        0.217934       0.0694592 
        34.4128        0.701902        0.228457       0.0503813 
        34.1486        0.710728         0.20647        0.052445 
        33.7953        0.704563        0.220665       0.0488464 
        29.5844        0.704799        0.274671      -0.0059701 
        31.4575        0.698181         0.29752        0.071016 
        33.2524        0.692512        0.278957        0.102348 
        32.1743        0.699124        0.297008       0.0758331 
        29.4617        0.702643        0.301614      -0.0329927 
        30.0817        0.699027         0.30435     -0.00468746 
        29.7077        0.704879        0.257116        0.049979 
        31.4906        0.709925        0.267858      -0.0476897 
        33.4719        0.712354        0.270598      -0.0391717 
        29.7137        0.704721        0.272304     -0.00759328 
        32.4767        0.700027        0.286054       0.0958228 
        30.3462        0.700918        0.292194       0.0425582 
        29.9622        0.699366        0.280571       0.0288079 
        31.9915        0.708162         0.24925       0.0604794 
        30.7194        0.704029        0.290716       0.0189714 
        30.2713        0.706878        0.255082       0.0118801 
        32.1453        0.709892        0.258558       -0.044511 
        38.7811        0.713448        0.233873      -0.0690819 
        35.0611        0.709233        0.270806       -0.105716 
        31.2361        0.710056        0.303659       -0.126232 
        30.2789         0.70369        0.337349      -0.0921103 
        29.7859        0.704175        0.324131       -0.107076 
        30.2242        0.707026        0.344128       -0.160604 
           31.1        0.709563        0.351663       -0.194953 
         31.062        0.704175        0.307778       -0.105099 
        30.9933        0.703382        0.346682      -0.0955806 
         31.742        0.696568        0.317028      -0.0231701 
        29.5995        0.701641        0.296309      0.00491063 
        29.9028        0.701957        0.305062     -0.00750674 
        33.8921        0.694242        0.347694      -0.0601306 
        32.5974         0.69665        0.333729      0.00974456 
        31.0941        0.698885        0.281925      0.00944192 
        34.1083        0.703759        0.310343       0.0192987 
        30.5375        0.704759        0.258606       0.0728161 
        30.2977        0.704253        0.236431        0.119077 
        34.7001         0.70917        0.189134        0.189358 
        35.5833        0.710201        0.133267        0.240288 
        30.0376        0.701182        0.163536        0.278769 
        33.0339        0.700978        0.143124        0.263259 
        34.6575        0.697577         0.17593        0.374567 
        34.5606        0.688295        0.167827        0.385284 
        32.9668        0.691016        0.198251        0.349057 
        31.3894        0.694795         0.19452        0.245725 
        34.6201        0.691864        0.238446        0.284655 
        29.6071        0.698277        0.203339         0.22835 
        31.1124        0.705294        0.169266        0.219523 
        35.8223        0.710814        0.143727        0.203037 
        33.3866        0.706562        0.188169        0.115345 
        33.2727        0.707209        0.218742       0.0408814 
         33.024        0.703596        0.295571       0.0426856 
        31.1711        0.702152        0.318752      -0.0150747 
        31.1212        0.700183        0.288567      -0.0221557 
        30.3407        0.700798         0.33086      -0.0510527 
        30.5299        0.707647        0.301325       -0.105025 
        29.7695        0.704985         0.31424      -0.0953497 
        30.7452        0.709211        0.339895       -0.180462 
        32.1113        0.710894        0.342274       -0.233018 
        31.5809        0.707011        0.405753        -0.31854 
        31.8188        0.710654         0.39744       -0.323013 
        31.5624        0.710046        0.372569        -0.27792 
         32.731        0.700483        0.424876       -0.260509 
        35.2721        0.703448        0.335641       -0.194956 
        30.6113         0.70079        0.355668        -0.13286 
        31.2602        0.701576        0.370134       -0.134008 
        33.3914        0.712372        0.317091       -0.128129 
        32.7328        0.712953        0.328201       -0.179775 
        30.7921        0.706952        0.365693        -0.18974 
